source airport,destination airport,airplane type,total Cost,break even cost per ticket
Ronald Reagan Washington National Airport,John F. Kennedy International Airport,Airbus A220-300,5997.142683500271,124.94047257292232
Ronald Reagan Washington National Airport,Harry Reid International Airport,Boeing 737-600,27448.005345538993,768.8516903512324
Ronald Reagan Washington National Airport,Harry Reid International Airport,Boeing 767-800,33310.00668192374,587.4780719916004
Ronald Reagan Washington National Airport,Harry Reid International Airport,Airbus A200-100,26625.268315870962,657.414032490641
Ronald Reagan Washington National Airport,Harry Reid International Airport,Airbus A220-300,23540.004454615828,490.41675947116306
Ronald Reagan Washington National Airport,Orlando International Airport,Boeing 737-600,12563.36624992077,351.9150210061841
Ronald Reagan Washington National Airport,Orlando International Airport,Boeing 767-800,14704.207812400962,259.3334711181828
Ronald Reagan Washington National Airport,Orlando International Airport,Airbus A200-100,12262.897258695479,302.78758663445626
Ronald Reagan Washington National Airport,Orlando International Airport,Airbus A220-300,11136.13854160064,232.00288628334667
Ronald Reagan Washington National Airport,Miami International Airport,Boeing 737-600,14371.33897358039,402.55851466611745
Ronald Reagan Washington National Airport,Miami International Airport,Boeing 767-800,16964.173716975492,299.1917763135008
Ronald Reagan Washington National Airport,Miami International Airport,Airbus A200-100,14007.432342928449,345.8625269858876
Ronald Reagan Washington National Airport,Miami International Airport,Airbus A220-300,12642.78247798366,263.39130162465955
Ronald Reagan Washington National Airport,Charlotte Douglas International Airport,Boeing 737-600,7725.397346237029,216.39768476854425
Ronald Reagan Washington National Airport,Charlotte Douglas International Airport,Boeing 767-800,8656.746682796287,152.67630833855887
Ronald Reagan Washington National Airport,Charlotte Douglas International Airport,Airbus A200-100,7594.681649877835,187.5230037006873
Ronald Reagan Washington National Airport,Charlotte Douglas International Airport,Airbus A220-300,7104.497788530858,148.01037059439287
Ronald Reagan Washington National Airport,Seattle-Tacoma International Airport,Boeing 737-600,30140.60975826108,844.2747831445681
Ronald Reagan Washington National Airport,Seattle-Tacoma International Airport,Boeing 767-800,36675.76219782635,646.8388394678369
Ronald Reagan Washington National Airport,Seattle-Tacoma International Airport,Airbus A200-100,29223.395380778238,721.5653180439072
Ronald Reagan Washington National Airport,Seattle-Tacoma International Airport,Airbus A220-300,25783.841465217567,537.1633638586993
Ronald Reagan Washington National Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,26219.658769608963,734.4442232383464
Ronald Reagan Washington National Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,31774.573462011205,560.3981210231253
Ronald Reagan Washington National Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,25440.021619798124,628.1486819703241
Ronald Reagan Washington National Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,22516.38230800747,469.09129808348894
Ronald Reagan Washington National Airport,Newark Liberty International Airport,Boeing 737-600,6234.097996506316,174.62459373967275
Ronald Reagan Washington National Airport,Newark Liberty International Airport,Boeing 767-800,6792.622495632895,119.79933854731739
Ronald Reagan Washington National Airport,Newark Liberty International Airport,Airbus A200-100,6155.708593120129,151.99280476839826
Ronald Reagan Washington National Airport,Newark Liberty International Airport,Airbus A220-300,5861.7483304219295,122.1197568837902
Ronald Reagan Washington National Airport,San Francisco International Airport,Boeing 737-600,31421.559322927995,880.1557233313165
Ronald Reagan Washington National Airport,San Francisco International Airport,Boeing 767-800,38276.949153659996,675.0784683185185
Ronald Reagan Washington National Airport,San Francisco International Airport,Airbus A200-100,30459.399346684913,752.0839344860473
Ronald Reagan Washington National Airport,San Francisco International Airport,Airbus A220-300,26851.29943577333,559.4020715786111
Ronald Reagan Washington National Airport,George Bush Intercontinental Airport,Boeing 737-600,17572.871619518737,492.23730026663134
Ronald Reagan Washington National Airport,George Bush Intercontinental Airport,Boeing 767-800,20966.089524398423,369.7723020176089
Ronald Reagan Washington National Airport,George Bush Intercontinental Airport,Airbus A200-100,17096.630510061943,422.13902493980106
Ronald Reagan Washington National Airport,George Bush Intercontinental Airport,Airbus A220-300,15310.72634959895,318.9734656166448
Ronald Reagan Washington National Airport,Logan International Airport,Boeing 737-600,8486.046218277384,237.70437586211165
Ronald Reagan Washington National Airport,Logan International Airport,Boeing 767-800,9607.557772846729,169.44546336590352
Ronald Reagan Washington National Airport,Logan International Airport,Airbus A200-100,8328.641087811511,205.64545895830892
Ronald Reagan Washington National Airport,Logan International Airport,Airbus A220-300,7738.371848564487,161.2160801784268
Ronald Reagan Washington National Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,14141.137041675673,396.11028127943064
Ronald Reagan Washington National Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,16676.42130209459,294.1167778147194
Ronald Reagan Washington National Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,13785.307671792318,340.3779672047486
Ronald Reagan Washington National Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,12450.947534729727,259.3947403068693
Ronald Reagan Washington National Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,14449.239986374676,404.7406158648369
Ronald Reagan Washington National Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,17061.549982968347,300.9091707754559
Ronald Reagan Washington National Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,14082.59998685276,347.7185181938953
Ronald Reagan Washington National Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,12707.699988645563,264.7437497634492
Ronald Reagan Washington National Airport,LaGuardia Airport,Boeing 737-600,6411.974672871114,179.60713369386878
Ronald Reagan Washington National Airport,LaGuardia Airport,Boeing 767-800,7014.968341088893,123.72078202978648
Ronald Reagan Washington National Airport,LaGuardia Airport,Airbus A200-100,6327.343982594935,156.23071561962803
Ronald Reagan Washington National Airport,LaGuardia Airport,Airbus A220-300,6009.978894059262,125.20789362623462
Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,Boeing 737-600,8553.435473291076,239.59203006417582
Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,Boeing 767-800,9691.794341613844,170.93111713604665
Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,Airbus A200-100,8393.665807561565,207.2510075941127
Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,Airbus A220-300,7794.529561075897,162.38603252241452
Ronald Reagan Washington National Airport,Salt Lake City International Airport,Boeing 737-600,24787.49424382597,694.3275698550693
Ronald Reagan Washington National Airport,Salt Lake City International Airport,Boeing 767-800,29984.367804782465,528.8248290085091
Ronald Reagan Washington National Airport,Salt Lake City International Airport,Airbus A200-100,24058.10848088471,594.027369898388
Ronald Reagan Washington National Airport,Salt Lake City International Airport,Airbus A220-300,21322.911869854976,444.22733062197864
Ronald Reagan Washington National Airport,San Diego International Airport,Boeing 737-600,29563.670009674013,828.1140058732218
Ronald Reagan Washington National Airport,San Diego International Airport,Boeing 767-800,35954.58751209252,634.119709207981
Ronald Reagan Washington National Airport,San Diego International Airport,Airbus A200-100,28666.699132141595,707.8197316578172
Ronald Reagan Washington National Airport,San Diego International Airport,Airbus A220-300,25303.05834139501,527.1470487790627
Ronald Reagan Washington National Airport,Tampa International Airport,Boeing 737-600,13171.202045753505,368.94123377460807
Ronald Reagan Washington National Airport,Tampa International Airport,Boeing 767-800,15464.002557191881,272.7337311674053
Ronald Reagan Washington National Airport,Tampa International Airport,Airbus A200-100,12849.40548274461,317.26927117887925
Ronald Reagan Washington National Airport,Tampa International Airport,Airbus A220-300,11642.668371461255,242.55559107210948
Ronald Reagan Washington National Airport,Austin-Bergstrom International Airport,Boeing 737-600,18782.475779903536,526.1197697451971
Ronald Reagan Washington National Airport,Austin-Bergstrom International Airport,Boeing 767-800,22478.09472487942,396.4390604035171
Ronald Reagan Washington National Airport,Austin-Bergstrom International Airport,Airbus A200-100,18263.792419205165,450.95783751123867
Ronald Reagan Washington National Airport,Austin-Bergstrom International Airport,Airbus A220-300,16318.72981658628,339.97353784554747
Ronald Reagan Washington National Airport,Nashville International Airport,Boeing 737-600,10309.603593468524,288.7844143828719
Ronald Reagan Washington National Airport,Nashville International Airport,Boeing 767-800,11887.004491835654,209.64734553502038
Ronald Reagan Washington National Airport,Nashville International Airport,Airbus A200-100,10088.2139936977,249.09170354809135
Ronald Reagan Washington National Airport,Nashville International Airport,Airbus A220-300,9258.002994557104,192.87506238660634
San Diego International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,25248.843658824302,707.250522656143
San Diego International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,30561.054573530382,538.9956714908357
San Diego International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,24503.27019711117,605.0190172126215
San Diego International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,21707.36971568692,452.2368690768108
San Diego International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,17152.72926403946,480.46860683583924
San Diego International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,20440.911580049324,360.50990441004103
San Diego International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,16691.229991617023,412.12913559548207
San Diego International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,14960.607720032882,311.679327500685
San Diego International Airport,Denver International Airport,Boeing 737-600,13591.628099900729,380.71787394679916
San Diego International Airport,Denver International Airport,Boeing 767-800,15989.535124875913,282.00238315477804
San Diego International Airport,Denver International Airport,Airbus A200-100,13255.07974551825,327.2859196424259
San Diego International Airport,Denver International Airport,Airbus A220-300,11993.023416583941,249.85465451216544
San Diego International Airport,O'Hare International Airport,Boeing 737-600,23361.761265605037,654.3910718656874
San Diego International Airport,O'Hare International Airport,Boeing 767-800,28202.2015820063,497.39332596131044
San Diego International Airport,O'Hare International Airport,Airbus A200-100,22682.401221197844,560.0592894122924
San Diego International Airport,O'Hare International Airport,Airbus A220-300,20134.801054670865,419.47502197230966
San Diego International Airport,John F. Kennedy International Airport,Boeing 737-600,31475.40381007145,881.6639722709091
San Diego International Airport,John F. Kennedy International Airport,Boeing 767-800,38344.25476258931,676.2655160950496
San Diego International Airport,John F. Kennedy International Airport,Airbus A200-100,30511.354553577723,753.3667791006845
San Diego International Airport,John F. Kennedy International Airport,Airbus A220-300,26896.16984172621,560.3368717026293
San Diego International Airport,Harry Reid International Airport,Boeing 737-600,6919.2939101114025,193.81775658575359
San Diego International Airport,Harry Reid International Airport,Boeing 767-800,7649.117387639253,134.90506856506622
San Diego International Airport,Harry Reid International Airport,Airbus A200-100,6816.862544844336,168.31759369986017
San Diego International Airport,Harry Reid International Airport,Airbus A220-300,6432.744925092835,134.0155192727674
San Diego International Airport,Orlando International Airport,Boeing 737-600,28143.86361780401,788.3435187059948
San Diego International Airport,Orlando International Airport,Boeing 767-800,34179.82952225502,602.8188628263673
San Diego International Airport,Orlando International Airport,Airbus A200-100,27296.710508407385,673.9928520594416
San Diego International Airport,Orlando International Airport,Airbus A220-300,24119.886348170014,502.49763225354195
San Diego International Airport,Miami International Airport,Boeing 737-600,29486.02121085773,825.9389694918133
San Diego International Airport,Miami International Airport,Boeing 767-800,35857.526513572164,632.4078750189094
San Diego International Airport,Miami International Airport,Airbus A200-100,28591.77485258202,705.9697494464697
San Diego International Airport,Miami International Airport,Airbus A220-300,25238.351009048107,525.7989793551689
San Diego International Airport,Charlotte Douglas International Airport,Boeing 737-600,27327.81140033347,765.4849131746071
San Diego International Airport,Charlotte Douglas International Airport,Boeing 767-800,33159.76425041684,584.8282936581454
San Diego International Airport,Charlotte Douglas International Airport,Airbus A200-100,26509.29170207616,654.5504123969422
San Diego International Airport,Charlotte Douglas International Airport,Airbus A220-300,23439.842833611223,488.3300590335671
San Diego International Airport,Seattle-Tacoma International Airport,Boeing 737-600,15833.805204794877,443.52395531638314
San Diego International Airport,Seattle-Tacoma International Airport,Boeing 767-800,18792.256505993595,331.4330953438024
San Diego International Airport,Seattle-Tacoma International Airport,Airbus A200-100,15418.583969538917,380.70577702565225
San Diego International Airport,Seattle-Tacoma International Airport,Airbus A220-300,13861.504337329065,288.78134036102216
San Diego International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,7424.635842393504,207.9729927841318
San Diego International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,8280.79480299188,146.0457637211972
San Diego International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,7304.473181256891,180.35736250017015
San Diego International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,6853.863201994587,142.78881670822057
San Diego International Airport,Newark Liberty International Airport,Boeing 737-600,31240.81687965619,875.0929097942911
San Diego International Airport,Newark Liberty International Airport,Boeing 767-800,38051.021099570244,671.0938465532671
San Diego International Airport,Newark Liberty International Airport,Airbus A200-100,30284.998743527907,747.7777467537754
San Diego International Airport,Newark Liberty International Airport,Airbus A220-300,26700.68073304683,556.2641819384756
San Diego International Airport,San Francisco International Airport,Boeing 737-600,9027.252310148677,252.8642103683103
San Diego International Airport,San Francisco International Airport,Boeing 767-800,10284.065387685847,181.376814597634
San Diego International Airport,San Francisco International Airport,Airbus A200-100,8850.857492248724,218.53969116663515
San Diego International Airport,San Francisco International Airport,Airbus A220-300,8189.376925123897,170.61201927341452
San Diego International Airport,George Bush Intercontinental Airport,Boeing 737-600,18642.249262905625,522.1918561037991
San Diego International Airport,George Bush Intercontinental Airport,Boeing 767-800,22302.81157863203,393.3476468894538
San Diego International Airport,George Bush Intercontinental Airport,Airbus A200-100,18128.486130873847,447.61694150305794
San Diego International Airport,George Bush Intercontinental Airport,Airbus A220-300,16201.874385754687,337.53904970322264
San Diego International Airport,Logan International Airport,Boeing 737-600,33066.720516576344,926.2386699321106
San Diego International Airport,Logan International Airport,Boeing 767-800,40333.40064572044,711.3474540691436
San Diego International Airport,Logan International Airport,Airbus A200-100,32046.835586170168,791.2798910165474
San Diego International Airport,Logan International Airport,Airbus A220-300,28222.267097146956,587.9638978572283
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,29493.24445792576,826.1413013424584
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,35866.555572407204,632.5671176791394
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,28598.74465238451,706.1418432687533
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,25244.3703816048,525.9243829501
San Diego International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,21233.90217515176,594.7871757745592
San Diego International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,25542.377718939704,450.48285218588546
San Diego International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,20629.203853216615,509.363058104114
San Diego International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,18361.5851459598,382.53302387416255
San Diego International Airport,LaGuardia Airport,Boeing 737-600,31417.887869302507,880.0528814930675
San Diego International Airport,LaGuardia Airport,Boeing 767-800,38272.35983662814,674.9975279828597
San Diego International Airport,LaGuardia Airport,Airbus A200-100,30455.856715993647,751.9964621232999
San Diego International Airport,LaGuardia Airport,Airbus A220-300,26848.23989108542,559.3383310642796
San Diego International Airport,Detroit Metropolitan Airport,Boeing 737-600,25980.770911181633,727.7526865877209
San Diego International Airport,Detroit Metropolitan Airport,Boeing 767-800,31475.963638977042,555.1316338443924
San Diego International Airport,Detroit Metropolitan Airport,Airbus A200-100,25209.515791491056,622.4571800368162
San Diego International Airport,Detroit Metropolitan Airport,Airbus A220-300,22317.30909265136,464.9439394302367
San Diego International Airport,Philadelphia International Airport,Boeing 737-600,30620.62393162204,857.7205583087408
San Diego International Airport,Philadelphia International Airport,Boeing 767-800,37275.77991452756,657.4211625137136
San Diego International Airport,Philadelphia International Airport,Airbus A200-100,29686.56695156513,733.001653125065
San Diego International Airport,Philadelphia International Airport,Airbus A220-300,26183.853276351703,545.4969432573272
San Diego International Airport,Salt Lake City International Airport,Boeing 737-600,11052.865293330007,309.60406984117674
San Diego International Airport,Salt Lake City International Airport,Boeing 767-800,12816.08161666251,226.03318547905664
San Diego International Airport,Salt Lake City International Airport,Airbus A200-100,10805.396335669306,266.7999095226989
San Diego International Airport,Salt Lake City International Airport,Airbus A220-300,9877.387744441672,205.77891134253483
San Diego International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,29563.670009674013,828.1140058732218
San Diego International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,35954.58751209252,634.119709207981
San Diego International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,28666.699132141595,707.8197316578172
San Diego International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,25303.05834139501,527.1470487790627
San Diego International Airport,Baltimore/Washington International Airport,Boeing 737-600,29780.551618377016,834.1891209629417
San Diego International Airport,Baltimore/Washington International Airport,Boeing 767-800,36225.68952297127,638.9010497878531
San Diego International Airport,Baltimore/Washington International Airport,Airbus A200-100,28875.97085983747,712.9869348108017
San Diego International Airport,Baltimore/Washington International Airport,Airbus A220-300,25483.793015314175,530.912354485712
San Diego International Airport,Tampa International Airport,Boeing 737-600,27450.20461573829,768.9132945584956
San Diego International Airport,Tampa International Airport,Boeing 767-800,33312.75576967286,587.5265567843538
San Diego International Airport,Tampa International Airport,Airbus A200-100,26627.390418694846,657.4664300912308
San Diego International Airport,Tampa International Airport,Airbus A220-300,23541.83717978191,490.45494124545644
San Diego International Airport,Austin-Bergstrom International Airport,Boeing 737-600,17085.726528652685,478.5917795140809
San Diego International Airport,Austin-Bergstrom International Airport,Boeing 767-800,20357.15816081586,359.0327717956942
San Diego International Airport,Austin-Bergstrom International Airport,Airbus A200-100,16626.578229401715,410.53279578769667
San Diego International Airport,Austin-Bergstrom International Airport,Airbus A220-300,14904.77210721057,310.5160855668869
San Diego International Airport,Washington Dulles International Airport,Boeing 737-600,29308.291770091248,820.9605537840687
San Diego International Airport,Washington Dulles International Airport,Boeing 767-800,35635.364712614064,628.4896774711476
San Diego International Airport,Washington Dulles International Airport,Airbus A200-100,28420.28153254419,701.7353464825726
San Diego International Airport,Washington Dulles International Airport,Airbus A220-300,25090.24314174271,522.7133987863065
San Diego International Airport,Nashville International Airport,Boeing 737-600,23671.91558308555,663.0788678735448
San Diego International Airport,Nashville International Airport,Boeing 767-800,28589.89447885694,504.23094318971675
San Diego International Airport,Nashville International Airport,Airbus A200-100,22981.672931047466,567.448714346851
San Diego International Airport,Nashville International Airport,Airbus A220-300,20393.262985904625,424.85964553967966
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,10488.371414376312,293.7919163690844
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,12110.46426797039,213.58843506120618
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,10260.709259485917,253.35084591323252
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,9406.976178646928,195.97867038847767
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,17675.411364924774,495.1095620427108
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,21094.264206155964,372.03287841544915
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,17195.572369664253,424.58203381887046
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,15396.176137437309,320.7536695299439
Baltimore/Washington International Airport,Denver International Airport,Boeing 737-600,20740.946374683233,580.9788900471494
Baltimore/Washington International Airport,Denver International Airport,Boeing 767-800,24926.182968354045,439.6152199004241
Baltimore/Washington International Airport,Denver International Airport,Airbus A200-100,20153.544747501368,497.6183888271943
Baltimore/Washington International Airport,Denver International Airport,Airbus A220-300,17950.78864556936,373.97476344936166
Baltimore/Washington International Airport,O'Hare International Airport,Boeing 737-600,10981.058103533276,307.59266396451756
Baltimore/Washington International Airport,O'Hare International Airport,Boeing 767-800,12726.322629416598,224.45013455761196
Baltimore/Washington International Airport,O'Hare International Airport,Airbus A200-100,10736.10869639176,265.08910361461136
Baltimore/Washington International Airport,O'Hare International Airport,Airbus A220-300,9817.548419611065,204.53225874189718
Baltimore/Washington International Airport,Los Angeles International Airport,Boeing 737-600,30154.310606708317,844.6585604119978
Baltimore/Washington International Airport,Los Angeles International Airport,Boeing 767-800,36692.8882583854,647.1408863912769
Baltimore/Washington International Airport,Los Angeles International Airport,Airbus A200-100,29236.615497701012,721.8917406839756
Baltimore/Washington International Airport,Los Angeles International Airport,Airbus A220-300,25795.2588389236,537.4012258109084
Baltimore/Washington International Airport,John F. Kennedy International Airport,Boeing 737-600,6066.226805816374,169.92231949065473
Baltimore/Washington International Airport,John F. Kennedy International Airport,Boeing 767-800,6582.7835072704665,116.0984745550347
Baltimore/Washington International Airport,John F. Kennedy International Airport,Airbus A200-100,5993.727619647378,147.9932745591945
Baltimore/Washington International Airport,John F. Kennedy International Airport,Airbus A220-300,5721.855671513645,119.2053264898676
Baltimore/Washington International Airport,Harry Reid International Airport,Boeing 737-600,27641.820658087636,774.280690702735
Baltimore/Washington International Airport,Harry Reid International Airport,Boeing 767-800,33552.27582260955,591.7508963423201
Baltimore/Washington International Airport,Harry Reid International Airport,Airbus A200-100,26812.283091137197,662.0316812626469
Baltimore/Washington International Airport,Harry Reid International Airport,Airbus A220-300,23701.51721507303,493.78160864735474
Baltimore/Washington International Airport,Orlando International Airport,Boeing 737-600,12879.865511397133,360.78054653773484
Baltimore/Washington International Airport,Orlando International Airport,Boeing 767-800,15099.831889246416,266.3109680643107
Baltimore/Washington International Airport,Orlando International Airport,Airbus A200-100,12568.291282927059,310.3281798253595
Baltimore/Washington International Airport,Orlando International Airport,Airbus A220-300,11399.887926164278,237.49766512842245
Baltimore/Washington International Airport,Miami International Airport,Boeing 737-600,14669.943576829872,410.92278926694325
Baltimore/Washington International Airport,Miami International Airport,Boeing 767-800,17337.429471037343,305.77477021229885
Baltimore/Washington International Airport,Miami International Airport,Airbus A200-100,14295.559591677948,352.9767800414308
Baltimore/Washington International Airport,Miami International Airport,Airbus A220-300,12891.619647358228,268.57540931996306
Baltimore/Washington International Airport,Charlotte Douglas International Airport,Boeing 737-600,8064.314626975626,225.89116602172626
Baltimore/Washington International Airport,Charlotte Douglas International Airport,Boeing 767-800,9080.393283719532,160.14802969522984
Baltimore/Washington International Airport,Charlotte Douglas International Airport,Airbus A200-100,7921.707096204553,195.59770607912475
Baltimore/Washington International Airport,Charlotte Douglas International Airport,Airbus A220-300,7386.928855813022,153.8943511627713
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,Boeing 737-600,30210.645927372654,846.2365805986739
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,Boeing 767-800,36763.30740921581,648.382846723383
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,Airbus A200-100,29290.9741404473,723.2339293937605
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,Airbus A220-300,25842.20493947721,538.3792695724419
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,26445.070149253384,740.7582674860893
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,32056.33768656673,565.3675076995896
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,25657.523828226953,633.5191068698014
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,22704.22512437782,473.00469009120457
Baltimore/Washington International Airport,Newark Liberty International Airport,Boeing 737-600,5898.760416921662,165.23138422749756
Baltimore/Washington International Airport,Newark Liberty International Airport,Boeing 767-800,6373.450521152077,112.40653476458691
Baltimore/Washington International Airport,Newark Liberty International Airport,Airbus A200-100,5832.1372443980945,144.00338875057022
Baltimore/Washington International Airport,Newark Liberty International Airport,Airbus A220-300,5582.300347434719,116.29792390488997
Baltimore/Washington International Airport,San Francisco International Airport,Boeing 737-600,31586.15940059918,884.766369764683
Baltimore/Washington International Airport,San Francisco International Airport,Boeing 767-800,38482.699250748985,678.7072178262608
Baltimore/Washington International Airport,San Francisco International Airport,Airbus A200-100,30618.223983034302,756.0055304452915
Baltimore/Washington International Airport,San Francisco International Airport,Airbus A220-300,26988.466167165985,562.259711815958
Baltimore/Washington International Airport,George Bush Intercontinental Airport,Boeing 737-600,17883.98125348618,500.95185583994913
Baltimore/Washington International Airport,George Bush Intercontinental Airport,Boeing 767-800,21354.976566857727,376.6309800151275
Baltimore/Washington International Airport,George Bush Intercontinental Airport,Airbus A200-100,17396.824016521758,429.55121028448787
Baltimore/Washington International Airport,George Bush Intercontinental Airport,Airbus A220-300,15569.984377905152,324.37467453969066
Baltimore/Washington International Airport,Logan International Airport,Boeing 737-600,8151.781145857001,228.34120856742302
Baltimore/Washington International Airport,Logan International Airport,Boeing 767-800,9189.726432321253,162.07630392100975
Baltimore/Washington International Airport,Logan International Airport,Airbus A200-100,8006.104614423423,197.6815954178623
Baltimore/Washington International Airport,Logan International Airport,Airbus A220-300,7459.817621547501,155.41286711557294
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,14439.026679633362,404.4545288412707
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,17048.783349541704,300.6840096920936
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,14072.745041751492,347.47518621608623
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,12699.188899694469,264.56643541030144
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,14510.597705247224,406.45931947471223
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,17138.24713155903,302.26185417211695
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,14141.804803308727,349.1803655137957
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,12758.831421039355,265.8089879383199
Baltimore/Washington International Airport,LaGuardia Airport,Boeing 737-600,6078.134549615474,170.25586973712814
Baltimore/Washington International Airport,LaGuardia Airport,Boeing 767-800,6597.6681870193415,116.36099095272208
Baltimore/Washington International Airport,LaGuardia Airport,Airbus A200-100,6005.217547874579,148.27697649073036
Baltimore/Washington International Airport,LaGuardia Airport,Airbus A220-300,5731.778791346228,119.41205815304642
Baltimore/Washington International Airport,Detroit Metropolitan Airport,Boeing 737-600,8591.624003729465,240.6617367991447
Baltimore/Washington International Airport,Detroit Metropolitan Airport,Boeing 767-800,9739.530004661832,171.77301595523514
Baltimore/Washington International Airport,Detroit Metropolitan Airport,Airbus A200-100,8430.51438956352,208.16084912502515
Baltimore/Washington International Airport,Detroit Metropolitan Airport,Airbus A220-300,7826.353336441221,163.04902784252542
Baltimore/Washington International Airport,Salt Lake City International Airport,Boeing 737-600,24938.175702461198,698.5483390045155
Baltimore/Washington International Airport,Salt Lake City International Airport,Boeing 767-800,30172.719628076502,532.1467306539066
Baltimore/Washington International Airport,Salt Lake City International Airport,Airbus A200-100,24203.5028707959,597.6173548344666
Baltimore/Washington International Airport,Salt Lake City International Airport,Airbus A220-300,21448.479752051,446.84332816772917
Baltimore/Washington International Airport,San Diego International Airport,Boeing 737-600,29780.551618377016,834.1891209629417
Baltimore/Washington International Airport,San Diego International Airport,Boeing 767-800,36225.68952297127,638.9010497878531
Baltimore/Washington International Airport,San Diego International Airport,Airbus A200-100,28875.97085983747,712.9869348108017
Baltimore/Washington International Airport,San Diego International Airport,Airbus A220-300,25483.793015314175,530.912354485712
Baltimore/Washington International Airport,Tampa International Airport,Boeing 737-600,13495.846305598125,378.0349105209559
Baltimore/Washington International Airport,Tampa International Airport,Boeing 767-800,15869.807881997658,279.8907915696236
Baltimore/Washington International Airport,Tampa International Airport,Airbus A200-100,13162.658715928017,325.0039189118029
Baltimore/Washington International Airport,Tampa International Airport,Airbus A220-300,11913.205254665105,248.19177613885634
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,Boeing 737-600,19083.1334158628,534.5415522650645
